Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,AllName,Birthdate__precision
Escanor (Nguyễn Phước Thành Duy),Vietnam,,,LP Gaming,Vietnam,Mid,,Mid,0,0,Escanor (Nguyễn Phước Thành Duy),
Escape (Petros Nassif),Cyprus,1997-10-21,,,Europe,Mid,,Mid,1,0,Escape (Petros Nassif),1
Escapex3,Austria,,Europe,,EMEA,Mid,,Support,0,0,Escapex3,
Escapex3,Austria,,Europe,,EMEA,Mid,,Support,0,0,Escape (Tanja Reither),
Escapex3,Austria,,Europe,,EMEA,Mid,,Support,0,0,Escape x3,
Escapist,Netherlands,1994-07-19,Europe,Dynasty,EMEA,Owner,"Syndra,Karma,Ziggs",Owner;Manager,0,0,Escapist,1
ESCIK,Poland,2002-04-11,Europe,Austrian Force willhaben,EMEA,Mid,,Mid,0,0,ESCIK,1
Escle,Argentina,1999-06-30,Latin America South,,Latin America,Support,,Support,1,0,Escle,1
Escle,Argentina,1999-06-30,Latin America South,,Latin America,Support,,Support,1,0,Esclerotico,1
escoX,Spain,1999-06-23,Europe,Tan'i eSports,EMEA,Support,"Rakan,Braum",Support,0,0,EscoX,1
escoX,Spain,1999-06-23,Europe,Tan'i eSports,EMEA,Support,"Rakan,Braum",Support,0,0,EscoXx,1
Esgi,Slovakia,,Europe,,EMEA,Bot,,Bot,0,0,Esgi,
Eshara,Greece,2000-07-13,,,Europe,Support,"Bard,Thresh",Support,1,0,Eshara,1
EShen,China,,,,China,Mid,"Jayce,LeBlanc",Mid,1,0,EShen,
Esito,Czech Republic,,,,Europe,Jungle,,Jungle,1,0,Esito,
Eska,Belgium,2001-03-12,Europe,Jörmungang Academy,EMEA,Bot,,Bot,0,0,Eska,1
Eškeree,Czech Republic,,,,Europe,Mid,,Mid,1,0,Eškeree,
Eškeree,Czech Republic,,,,Europe,Mid,,Mid,1,0,Foolishness,
Eškeree,Czech Republic,,,,Europe,Mid,,Mid,1,0,Zdacko,
Eski,Norway,1996-09-08,Europe,KAOS VoksenSFO,EMEA,Support,,Support,0,0,Eski,1
Eski,Norway,1996-09-08,Europe,KAOS VoksenSFO,EMEA,Support,,Support,0,0,Eskii,1
eskimas,Portugal,1996-02-06,Europe,ZeroZone Gaming,EMEA,Mid,,Mid,0,0,Eskimas,1
Eskiper,Spain,2003-09-19,Europe,Cyclon Gaming,EMEA,Coach,"Alistar,Thresh,Bard",Head Coach,0,0,Eskiper,1
Esko,Czech Republic,,Europe,,EMEA,Bot,,Bot,0,0,Esko,
Esko,Czech Republic,,Europe,,EMEA,Bot,,Bot,0,0,Esko sama,
Espejo,Spain,,Europe,,EMEA,Coach,,Coach,0,0,Espejo,
espen5b,Norway,,Europe,,EMEA,Jungle,,Jungle,0,0,Espen5b,
espen5b,Norway,,Europe,,EMEA,Jungle,,Jungle,0,0,Espen,
Espeon,Brazil,,,,Brazil,Manager,"Zyra,Lulu",Talent Manager,1,0,Espeon,
Esrever,Bulgaria,2002-06-25,Europe,Rexo Gaming,EMEA,Jungle,,Jungle,0,0,Esrever,1
Esrever,Bulgaria,2002-06-25,Europe,Rexo Gaming,EMEA,Jungle,,Jungle,0,0,Esrever M,1
Estelim,Japan,1995-01-16,,,Japan,Mid,,Mid,1,0,Estelim,1
Estelim,Japan,1995-01-16,,,Japan,Mid,,Mid,1,0,Egg of Estelim,1
Estelim,Japan,1995-01-16,,,Japan,Mid,,Mid,1,0,Estel,1
ESTHEEM,Turkey,,,,Turkey,Bot,,Bot,1,0,ESTHEEM,
Esther,South Korea,2003-05-06,,,Korea,Bot,,Bot,0,0,Esther,1
Eterna Promesa,Mexico,,,,Latin America,Bot,,Bot,1,0,Eterna Promesa,
Eternal (Kirill Saulkin),Russia,,,,CIS,Bot,,Bot,1,0,Eternal (Kirill Saulkin),
Eternity,Germany,1998-08-16,,,Europe,Mid,,Mid,1,0,Eternity,1
Eternity,Germany,1998-08-16,,,Europe,Mid,,Mid,1,0,KR Mid Import,1
Eternity,Germany,1998-08-16,,,Europe,Mid,,Mid,1,0,KrMidImport,1
EternityBeast,Honduras,,Latin America North,,Latin America,Jungle,,Jungle,1,0,EternityBeast,
EternityBeast,Honduras,,Latin America North,,Latin America,Jungle,,Jungle,1,0,Eternity (Willie Haylock),
ETHALEXAN,Argentina,,,,Latin America,Analyst,,Analyst,0,0,ETHALEXAN,
Ethan (Ethan Amatong),Philippines,,,,SEA,Top,,Top,1,0,Ethan (Ethan Amatong),
Ethe,Spain,2001-08-07,Europe,Oxygen Gaming,EMEA,Top,"Jayce,Camille,Graves,Lucian",Top,0,0,Ethe,1
Ethe,Spain,2001-08-07,Europe,Oxygen Gaming,EMEA,Top,"Jayce,Camille,Graves,Lucian",Top,0,0,Ethel,1
Ethe,Spain,2001-08-07,Europe,Oxygen Gaming,EMEA,Top,"Jayce,Camille,Graves,Lucian",Top,0,0,Ethelikith,1
Ethil,United States,,,,North America,Bot,,Bot,1,0,Ethil,
Ethinak,France,,Europe,,EMEA,Top,,Top,0,0,Ethinak,
Ethiridis,United States,,,University of North Carolina at Charlotte,North America,Coach,Camille,Head Coach,0,0,Ethiridis,
Ethixcy,,2002-01-19,Europe,,EMEA,Support,Rakan,Support,0,0,Ethixcy,1
eThug,Canada,1999-04-19,,,North America,Jungle,"Zac,Rek'Sai,Twitch,Vi",Jungle,1,0,EThug,1
eThug,Canada,1999-04-19,,,North America,Jungle,"Zac,Rek'Sai,Twitch,Vi",Jungle,1,0,Aqua (David Peterkin),1
eThug,Canada,1999-04-19,,,North America,Jungle,"Zac,Rek'Sai,Twitch,Vi",Jungle,1,0,Pulp,1
Etila,Poland,1997-01-17,,,Europe,Bot,"Caitlyn,Varus,Kai'Sa,Vayne",Team Manager,1,0,Etila,1
etnex,Germany,1991-10-13,,,Europe,Bot,,Bot,1,0,Etnex,1
Eto,Belgium,,Europe,,EMEA,Support,,Support,0,0,Eto,
Etoo,Czech Republic,,,Maverix,EMEA,Bot,,Bot,0,0,Etoo,
Etrurian,Italy,1990-08-15,,PG Esports,EMEA,Caster,,Caster,0,0,Etrurian,1
Etrurian,Italy,1990-08-15,,PG Esports,EMEA,Caster,,Caster,0,0,Etrurianx,1
etsblade,Brazil,1989-09-02,,Riot Games Inc.,Brazil,Analyst,"Sona,Twisted Fate",Analyst,0,0,Etsblade,1
etsblade,Brazil,1989-09-02,,Riot Games Inc.,Brazil,Analyst,"Sona,Twisted Fate",Analyst,0,0,Dudu (Eduardo de Souza),1
EU Red,United States,,,,North America,Bot,,Bot,0,0,EU Red,
EU Red,United States,,,,North America,Bot,,Bot,0,0,Red (Fabian Suri-Payer),
Eugenium,United States,,,,North America,Mid,,Mid,1,0,Eugenium,
Eugeo,Japan,2002-01-23,Japan,AXIZ CREST,Asia Pacific,Mid,,Mid,0,0,Eugeo,1
Eugeo,Japan,2002-01-23,Japan,AXIZ CREST,Asia Pacific,Mid,,Mid,0,0,ときれろろ,1
Euler,Honduras,,,,Latin America,Coach,,Head Coach,0,0,Euler,
Euler,Honduras,,,,Latin America,Coach,,Head Coach,0,0,Riemann,
euna,Finland,1999-09-27,Europe,,EMEA,Coach,Taliyah,Coach,1,0,Euna,1
euna,Finland,1999-09-27,Europe,,EMEA,Coach,Taliyah,Coach,1,0,Elmu,1
euna,Finland,1999-09-27,Europe,,EMEA,Coach,Taliyah,Coach,1,0,Eunha,1
EUNE,Greece,2002-11-30,Europe,,EMEA,Bot,"Kai'Sa,Vayne,Miss Fortune,Jhin",Bot,0,0,EUNE,1
EUNE,Greece,2002-11-30,Europe,,EMEA,Bot,"Kai'Sa,Vayne,Miss Fortune,Jhin",Bot,0,0,Eune Pro Plays,1
EUNE,Greece,2002-11-30,Europe,,EMEA,Bot,"Kai'Sa,Vayne,Miss Fortune,Jhin",Bot,0,0,EuneProPlays,1
EunJongchan,South Korea,,,,Korea,Top,,Top,1,0,EunJongchan,
Eunko,South Korea,1992-01-28,,,Korea,Coach,,Team Manager;Assistant Coach,1,0,Eunko,1
Eunko,South Korea,1992-01-28,,,Korea,Coach,,Team Manager;Assistant Coach,1,0,Eundol,1
Eupho,France,1998-12-02,Europe,NORD Esports,EMEA,Coach,,Positional Coach,0,0,Eupho,1
Eupho,France,1998-12-02,Europe,NORD Esports,EMEA,Coach,,Positional Coach,0,0,Euphoria,1
Euphony,Turkey,1993-02-05,Turkey,Riot Games Inc.,EMEA,Caster,"Ahri,Lee Sin,LeBlanc,Kai'Sa",Caster,0,0,Euphony,1
Euro,South Korea,2002-01-02,,,Korea,Jungle,,Jungle,1,0,Euro,1
Euti,Germany,2000-04-11,,,Europe,Coach,,Head Coach,1,0,Euti,1
EuTwistedF8,United Kingdom,,,,Europe,Bot,,Bot,1,0,EuTwistedF8,
EuTwistedF8,United Kingdom,,,,Europe,Bot,,Bot,1,0,Love the Lads,
Eva,Italy,2003-09-09,Europe,,EMEA,Mid,,Mid,0,0,Eva,1
Evaan,,2000-09-11,Europe,Lille Esport,EMEA,Mid,,Mid,0,0,Evaan,1
Evaan,,2000-09-11,Europe,Lille Esport,EMEA,Mid,,Mid,0,0,LastDawn,1
Evaan,,2000-09-11,Europe,Lille Esport,EMEA,Mid,,Mid,0,0,LastÐawn,1
Evalunna,France,,Europe,Team BDS Valkyries,EMEA,Support,,Support,0,0,Evalunna,
Evan,Italy,1994-10-24,Europe,,EMEA,Coach,,Strategic Coach,0,0,Evan,1
evan (Ali Akpınar),,2000-05-16,,PCIFIC Espor,EMEA,Support,,Support,0,0,Evan (Ali Akpınar),1
Evanlai,United States,,,Guangdong Flying Tigers,North America,Jungle,"Urgot,Ivern,Rengar,Corki",Jungle,0,0,Evanlai,
EvanRL,United States,1995-01-20,,,North America,Bot,,Bot,0,0,EvanRL,1
EvanRL,United States,1995-01-20,,,North America,Bot,,Bot,0,0,Trigger (Evan Lawson),1
Evans,Argentina,1997-08-28,,,LAS,Mid,"Zed,Ahri,Corki,Kassadin",Mid,1,0,Evans,1
Evasion,South Korea,,,,Korea,Bot,,Bot,1,0,Evasion,
Eve,South Korea,1997-05-08,,,Korea,Jungle,,Jungle,1,0,Eve,1
Eve,South Korea,1997-05-08,,,Korea,Jungle,,Jungle,1,0,Look At Me,1
Evelyn,Netherlands,1997-12-01,Europe,,EMEA,Jungle,"Evelynn,Udyr,Briar,Bel'Veth,Nocturne",Jungle,0,0,Evelyn,1
Evelyn,Netherlands,1997-12-01,Europe,,EMEA,Jungle,"Evelynn,Udyr,Briar,Bel'Veth,Nocturne",Jungle,0,0,Demonic Embrace (Evelyn Meddeler),1
Even,China,,,,China,Mid,,Mid,1,0,Even,
Even,China,,,,China,Mid,,Mid,1,0,Monster (Liang Yi-Wen),
Even,China,,,,China,Mid,,Mid,1,0,YAlI,
Evenstar,Turkey,,,,Turkey,Mid,,Mid,1,0,Evenstar,
Ever (Michael Kaczmarek),Poland,2003-10-05,Europe,R3volt,EMEA,Jungle,"Lee Sin,Nidalee,Viego,Sejuani",Jungle,0,0,Ever (Michael Kaczmarek),1
Ever (Xue Ren-Kai),China,,,,China,Bot,,Bot,1,0,Ever (Xue Ren-Kai),
Ever (Xue Ren-Kai),China,,,,China,Bot,,Bot,1,0,Forever,
everDC,Peru,,,,LAN,Bot,,Bot,1,0,EverDC,
evewin,Australia,,,Ground Zero Gaming,Asia Pacific,Jungle,,Jungle,0,0,Evewin,
Evi,Japan,1995-11-15,Japan,Fukuoka SoftBank HAWKS gaming,Asia Pacific,Top,"Camille,Tahm Kench,Pantheon,Shyvana,Wukong,K'Sante",Top,0,0,Evi,1
Evi,Japan,1995-11-15,Japan,Fukuoka SoftBank HAWKS gaming,Asia Pacific,Top,"Camille,Tahm Kench,Pantheon,Shyvana,Wukong,K'Sante",Top,0,0,Ebihurya,1
EviI (Abdullah Alturki),Saudi Arabia,,,Fog Esports,EMEA,Mid,,Bot,0,0,EviI (Abdullah Alturki),
EviI (Abdullah Alturki),Saudi Arabia,,,Fog Esports,EMEA,Mid,,Bot,0,0,Evil (Abdullah Alturki),
Evil (Bogdan Huber),Romania,1995-07-27,Europe,,EMEA,Bot,,Bot,0,0,Evil (Bogdan Huber),1
Evil Lobster,United States,,,Miami University,North America,Jungle,,Jungle,0,0,Evil Lobster,
evileyes,United States,,,,North America,Jungle,,Jungle,1,0,Evileyes,
EvilLYokai,Germany,,,,Europe,Mid,,Mid,1,0,EvilLYokai,
EvilLYokai,Germany,,,,Europe,Mid,,Mid,1,0,EvilL Yokai,
EvilLYokai,Germany,,,,Europe,Mid,,Mid,1,0,EvilYokai,
evol,Japan,,Japan,AXIZ CREST,Asia Pacific,Bot,,Bot,0,0,Evol,
evol,Japan,,Japan,AXIZ CREST,Asia Pacific,Bot,,Bot,0,0,Lotus (Yori Tabuchi),
EvoleX,Venezuela,,,,Latin America,Mid,"Taliyah,Cassiopeia,Lux",Mid,1,0,EvoleX,
EvolutioN,Chile,,,,LAS,Mid,,Mid,1,0,EvolutioN,
Evolved,Canada,2001-09-15,,,North America,Mid,"Katarina,Cassiopeia,Zoe",Mid,1,0,Evolved,1
Evolved,Canada,2001-09-15,,,North America,Mid,"Katarina,Cassiopeia,Zoe",Mid,1,0,KatEvolved,1
Evrot,Brazil,1996-05-13,,University of Health Sciences and Pharmacy in St. Louis,Brazil,Top,"Lissandra,Azir,Zoe",Top,0,0,Evrot,1
Evrot,Brazil,1996-05-13,,University of Health Sciences and Pharmacy in St. Louis,Brazil,Top,"Lissandra,Azir,Zoe",Top,0,0,Evr0t,1
Ewok,Netherlands,2002-08-28,,,EMEA,Support,,Support,0,0,Ewok,1
Ewok,Netherlands,2002-08-28,,,EMEA,Support,,Support,0,0,Strong Ewok,1
EwokTheCat,United Kingdom,,,,Europe,Support,,Support,1,0,EwokTheCat,
Ewzhier,Argentina,1993-03-28,,,Latin America,Coach,,Head Coach,0,0,Ewzhier,1
Ex0h,United States,,,,North America,Bot,,Bot,1,0,Ex0h,
Ex0h,United States,,,,North America,Bot,,Bot,1,0,Ex0hh,
Exakick,France,2003-09-28,Europe,SK Gaming,EMEA,Bot,"Draven,Aphelios",Bot,0,0,Exakick,1
Exakick,France,2003-09-28,Europe,SK Gaming,EMEA,Bot,"Draven,Aphelios",Bot,0,0,Exabench,1
ExalT,Chile,1998-01-02,Latin America South,,Latin America,Top,"Vladimir,Irelia,Kled,Jax",Top,1,0,ExalT,1
Exan,Tunisia,,,Carthage Legionnaires,EMEA,Jungle,"Rengar,Qiyana,Evelynn,Kha'Zix,Elise",Jungle,0,0,Exan,
Exanou,Morocco,1997-06-29,None,,EMEA,Support,"Swain,Thresh,Morgana,Nautilus",Support,0,0,Exanou,1
Exanou,Morocco,1997-06-29,None,,EMEA,Support,"Swain,Thresh,Morgana,Nautilus",Support,0,0,Æxanou,1
Exboy,China,,,,China,Support,,Support,1,0,Exboy,
Excelsis,United States,2004-08-30,,,North America,Jungle,,Jungle,0,0,Excelsis,1
Excelsis,United States,2004-08-30,,,North America,Jungle,,Jungle,0,0,Benefactor Sam,1
Excelsis,United States,2004-08-30,,,North America,Jungle,,Jungle,0,0,Glorias,1
eXcepT,Germany,,,,Europe,Top,,Top,1,0,EXcepT,
eXcepT,Germany,,,,Europe,Top,,Top,1,0,Miguuu,
Exclusive,Turkey,,,,Turkey,Manager,,Team Manager,1,0,Exclusive,
Excodar,United States,,,,North America,Jungle,,Jungle,0,0,Excodar,
Excodar,United States,,,,North America,Jungle,,Jungle,0,0,B1BAREL,
Excodar,United States,,,,North America,Jungle,,Jungle,0,0,JOSS,
Excodar,United States,,,,North America,Jungle,,Jungle,0,0,Pechu,
Excoundrel,United Kingdom,,,,Europe,Caster,Sion,Caster,1,1,Excoundrel,
Exduardo,Portugal,,,SAMCLAN Esports Club,EMEA,Bot,"Xayah,Ezreal,Vayne,Lucian",Bot,0,0,Exduardo,
Execute,South Korea,2000-02-22,,BNK FearX Youth,Korea,Support,Pyke,Support,0,0,Execute,1
Execute,South Korea,2000-02-22,,BNK FearX Youth,Korea,Support,Pyke,Support,0,0,Jeonghoon,1
Execute,South Korea,2000-02-22,,BNK FearX Youth,Korea,Support,Pyke,Support,0,0,정훈이의 모험,1
Exeden,Australia,,,,Oceania,Bot,,Bot,1,0,Exeden,
Exiladissima,Brazil,2002-12-09,,Vivo Keyd Stars Ignis,Brazil,Top,Kayle,Top,0,0,Exiladissima,1
Exiladissima,Brazil,2002-12-09,,Vivo Keyd Stars Ignis,Brazil,Top,Kayle,Top,0,0,Exiladissma,1
Exile (Fabian Schubert),Germany,1997-04-21,Europe,Unicorns of Love Sexy Edition,EMEA,Mid,"Kha'Zix,Zed",Mid,0,0,Exile (Fabian Schubert),1
Dreamerr,Czech Republic,2003-06-06,Europe,,EMEA,Support,,Support,0,0,Dreamerr,1
Dreamerr,Czech Republic,2003-06-06,Europe,,EMEA,Support,,Support,0,0,DreameR (Vojtěch Pažout),1
Dreamery,Czech Republic,,,,Europe,Support,,Support,1,0,Dreamery,
Dreampire,Germany,,Europe,Die Bremer Brüder,EMEA,Support,,Support,0,0,Dreampire,
Dreampull,Russia,1999-05-11,CIS,,EMEA,Top,"Renekton,Camille,Wukong,Ornn",Top,0,0,Dreampull,1
Dreampull,Russia,1999-05-11,CIS,,EMEA,Top,"Renekton,Camille,Wukong,Ornn",Top,0,0,Dreampullka,1
Dreampull,Russia,1999-05-11,CIS,,EMEA,Top,"Renekton,Camille,Wukong,Ornn",Top,0,0,DREAMPYLLA,1
Dreams (Han Min-kook),South Korea,1996-03-07,,,Korea,Support,,Support,1,0,Dreams (Han Min-kook),1
Dreams (Rachmad Wahyudi),Indonesia,,Southeast Asia,,SEA,Support,,Support,1,0,Dreams (Rachmad Wahyudi),
DreamSha,Taiwan,1997-03-03,Taiwan,LIT Team,Asia Pacific,Coach,,Coach,0,0,DreamSha,1
DreamSha,Taiwan,1997-03-03,Taiwan,LIT Team,Asia Pacific,Coach,,Coach,0,0,Julian,1
dreamsu,France,,,,Europe,Coach,,Coach,1,0,Dreamsu,
dreamsu,France,,,,Europe,Coach,,Coach,1,0,Bimbamboom,
DreAmZyY,Belgium,1996-11-07,,,Europe,Mid,"Irelia,Zed,Lee Sin,Kha'Zix,Jax",Mid,1,0,DreAmZyY,1
Dreary,China,,,,China,Support,,Support,1,0,Dreary,
Dreedy,Czech Republic,2000-12-10,Europe,,EMEA,Top,"Irelia,Camille,Gnar",Top,1,0,Dreedy,1
Dreilix,Germany,,Europe,MOUZ NXT,EMEA,Bot,,Bot,0,0,Dreilix,
Dreseul,Costa Rica,,,,Latin America,Support,Pyke,Support,0,0,Dreseul,
Dreseul,Costa Rica,,,,Latin America,Support,Pyke,Support,0,0,Anjico,
dresscode,Japan,,Japan,,Asia Pacific,Bot,,Bot,1,0,Dresscode,
Dreto,United States,,,Florida Southern College,North America,Jungle,"Lillia,Bard,Vayne,Wukong",Jungle,0,0,Dreto,
Dreto,United States,,,Florida Southern College,North America,Jungle,"Lillia,Bard,Vayne,Wukong",Jungle,0,0,Dragowski,
Dreto,United States,,,Florida Southern College,North America,Jungle,"Lillia,Bard,Vayne,Wukong",Jungle,0,0,DrQuetzal,
Drev,Costa Rica,1998-04-11,,,Latin America,Support,"Blitzcrank,Bard,Nautilus",Support,1,0,Drev,1
DrewDozer,United States,2002-10-05,,Motion,North America,Mid,,Mid,0,0,DrewDozer,1
DrewDozer,United States,2002-10-05,,Motion,North America,Mid,,Mid,0,0,Dozer,1
Drextar,Costa Rica,,,,Latin America,Mid,,Mid,1,0,Drextar,
Drifter,France,,Europe,Colors Esport,EMEA,Bot,,Bot,0,0,Drifter,
Drifter,France,,Europe,Colors Esport,EMEA,Bot,,Bot,0,0,DrftR,
Drifter,France,,Europe,Colors Esport,EMEA,Bot,,Bot,0,0,Drifter1,
Drinker,South Korea,1989-05-20,,OKSavingsBank BRION Challengers,Korea,Coach,,Coach,0,0,Drinker,1
Drinker,South Korea,1989-05-20,,OKSavingsBank BRION Challengers,Korea,Coach,,Coach,0,0,David (Lee Seung-hoo),1
Dripx,Poland,,Europe,,EMEA,Substitute,,Substitute,0,0,Dripx,
Driver,Taiwan,2002-04-04,Taiwan,CTBC Flying Oyster,Asia Pacific,Top,Sion,Top,0,0,Driver,1
Drizenko,France,,,,EMEA,Support,,Support,0,0,Drizenko,
Drizzle,South Korea,1994-10-14,,,Korea,Jungle,"Lee Sin,Kha'Zix",Jungle,1,0,Drizzle,1
Drizzle,South Korea,1994-10-14,,,Korea,Jungle,"Lee Sin,Kha'Zix",Jungle,1,0,Rizzle,1
DrMatt,Italy,,,,Europe,Support,Viktor,Support,1,0,DrMatt,
Dro,France,,,Axolotl,EMEA,Mid,,Mid,0,0,Dro,
Drobovik123,Russia,1995-11-16,,,CIS,Mid,,Mid,1,0,Drobovik123,1
Drobovik123,Russia,1995-11-16,,,CIS,Mid,,Mid,1,0,DRO BO VIK,1
Drobovik123,Russia,1995-11-16,,,CIS,Mid,,Mid,1,0,Drobovik,1
Drobovik123,Russia,1995-11-16,,,CIS,Mid,,Mid,1,0,Qeldrake,1
Droekt,Spain,,,,EMEA,Mid,,Mid,0,0,Droekt,
dRoGaS,Latvia,,,,Europe,Bot,,Bot,1,0,DRoGaS,
dRoGaS,Latvia,,,,Europe,Bot,,Bot,1,0,Mata (Edgars Cepurnieks),
Drogo,Turkey,,,,Turkey,Bot,,Bot,1,0,Drogo,
Drogo,Turkey,,,,Turkey,Bot,,Bot,1,0,Drogo Reformed,
Drome,,1998-03-03,Latin America South,,Latin America,Jungle,"Lee Sin,Graves,Elise,Rek'Sai",Jungle,1,0,Drome,1
Drome,,1998-03-03,Latin America South,,Latin America,Jungle,"Lee Sin,Graves,Elise,Rek'Sai",Jungle,1,0,Drøme,1
Drones,Netherlands,,,,Europe,Jungle,,Jungle,1,0,Drones,
Droox,United Kingdom,,,,Europe,Support,,Support,1,0,Droox,
Drop (Matheus Herdy),Brazil,1999-09-01,,,Brazil,Bot,"Vayne,Lucian,Kai'Sa,Xayah",Bot,1,0,Drop (Matheus Herdy),1
Drop (Matheus Herdy),Brazil,1999-09-01,,,Brazil,Bot,"Vayne,Lucian,Kai'Sa,Xayah",Bot,1,0,Drop raT,1
Drop (Matheus Herdy),Brazil,1999-09-01,,,Brazil,Bot,"Vayne,Lucian,Kai'Sa,Xayah",Bot,1,0,Dropinho,1
Droppel,Chile,,,,Latin America,Support,,Support,1,0,Droppel,
DrPuppet,Brazil,1996-04-09,,,Brazil,Analyst,"Lulu,Janna,Ezreal",Analyst,1,0,DrPuppet,1
DrSaw,Netherlands,1996-05-03,Europe,,EMEA,Top,Darius,Top,0,0,DrSaw,1
DrSaw,Netherlands,1996-05-03,Europe,,EMEA,Top,Darius,Top,0,0,Dr Saw,1
DrTrevor,Canada,,,,North America,Top,"Rumble,Malphite",Top,1,0,DrTrevor,
Drukstar,Romania,2002-09-21,Europe,,EMEA,Mid,,Jungle,0,0,Drukstar,1
Drutagan,United States,,,,North America,Mid,,Mid,1,0,Drutagan,
Druust,Belgium,1996-11-12,Europe,Jörmungang,EMEA,Mid,,Mid,0,0,Druust,1
Druxy,Greece,,Europe,Team Paradox,EMEA,Bot,"Kai'Sa,Xayah,Sivir,Kalista",Bot,0,0,Druxy,
Druxy,Greece,,Europe,Team Paradox,EMEA,Bot,"Kai'Sa,Xayah,Sivir,Kalista",Bot,0,0,Gumadruxy,
dRxTheBeast,Hungary,,,,Europe,Bot,,Bot,1,0,DRxTheBeast,
dRxTheBeast,Hungary,,,,Europe,Bot,,Bot,1,0,DRx (Martin Dubovecz),
Dsculpa,Brazil,,,,Brazil,Support,,Support,1,0,Dsculpa,
Dsculpa,Brazil,,,,Brazil,Support,,Support,1,0,Desc1lpa,
dshao,Canada,1994-09-15,,,North America,Top,"Jayce,Rumble,Irelia",Top,1,0,Dshao,1
dshao,Canada,1994-09-15,,,North America,Top,"Jayce,Rumble,Irelia",Top,1,0,Zig,1
dshao,Canada,1994-09-15,,,North America,Top,"Jayce,Rumble,Irelia",Top,1,0,Zignatur,1
dshao,Canada,1994-09-15,,,North America,Top,"Jayce,Rumble,Irelia",Top,1,0,Zignature,1
dsm,China,1987-03-18,,,China,Coach,,Coach,1,0,Dsm,1
DSN,Australia,,Oceania,,Asia Pacific,Support,,Support,1,0,DSN,
DT99,China,,,,China,Jungle,,Jungle,1,0,DT99,
DT99,China,,,,China,Jungle,,Jungle,1,0,Qianxun,
dtro,United States,,,,North America,Support,,Support,0,0,Dtro,
dtro,United States,,,,North America,Support,,Support,0,0,Dtro18,
Dttt,Vietnam,2000-12-10,,,Vietnam,Mid,,Mid,0,0,Dttt,1
Dua Lipa,Colombia,1996-09-24,Latin America North,,Latin America,Bot,"Draven,Vayne,Jinx",Bot,1,0,Dua Lipa,1
Dua Lipa,Colombia,1996-09-24,Latin America North,,Latin America,Bot,"Draven,Vayne,Jinx",Bot,1,0,Y Bestia,1
Dua Lipa,Colombia,1996-09-24,Latin America North,,Latin America,Bot,"Draven,Vayne,Jinx",Bot,1,0,YBestia,1
Dual (Samuel Rynerson),United States,,,LiT Esports,North America,Bot,,Content Team,1,0,Dual (Samuel Rynerson),
DuaLL,Spain,1997-08-14,Europe,LUA Gaming,EMEA,Support,"Rakan,Zilean,Ivern,Jhin",Support,0,0,DuaLL,1
DuaLL,Spain,1997-08-14,Europe,LUA Gaming,EMEA,Support,"Rakan,Zilean,Ivern,Jhin",Support,0,0,Bowiee,1
DuaLL,Spain,1997-08-14,Europe,LUA Gaming,EMEA,Support,"Rakan,Zilean,Ivern,Jhin",Support,0,0,DuaL,1
DuaLL,Spain,1997-08-14,Europe,LUA Gaming,EMEA,Support,"Rakan,Zilean,Ivern,Jhin",Support,0,0,DuαLL,1
Duan,China,1996-02-25,,,China,Coach,,Assistant Coach,0,0,Duan,1
Duan,China,1996-02-25,,,China,Coach,,Assistant Coach,0,0,CaveMan,1
Duan,China,1996-02-25,,,China,Coach,,Assistant Coach,0,0,Teacher (Duan De-Liang),1
DuarteV,Portugal,,Europe,Hurricane of Feathers,EMEA,Bot,,Bot,0,0,DuarteV,
Duca,Mexico,,Latin America North,,Latin America,Top,,Top,1,0,Duca,
Duck (Adam Rokos),Czech Republic,1998-11-21,Europe,,EMEA,Bot,"Senna,Ezreal",Bot,0,0,Duck (Adam Rokos),1
Duck (Adam Rokos),Czech Republic,1998-11-21,Europe,,EMEA,Bot,"Senna,Ezreal",Bot,0,0,EvilDuck,1
Duck (Romain Petit),France,2001-03-24,Europe,,EMEA,Bot,Ezreal,Bot,0,0,Duck (Romain Petit),1
Duck (Shao Zheng-Qiu),China,,,,China,Jungle,,Jungle,1,0,Duck (Shao Zheng-Qiu),
Duck Drowner,Denmark,1999-05-23,Europe,,EMEA,Support,,Support,0,0,Duck Drowner,1
Duck Drowner,Denmark,1999-05-23,Europe,,EMEA,Support,,Support,0,0,Color Therapy,1
Duck Drowner,Denmark,1999-05-23,Europe,,EMEA,Support,,Support,0,0,Emil (Emil Eliassen),1
Duck1,China,,,MAMMOTH,China,Bot,,Bot,0,0,Duck1,
Duck1,China,,,MAMMOTH,China,Bot,,Bot,0,0,Duck (Yian Li),
Duckky,,,Southeast Asia,,PCS,Bot,,Bot,0,0,Duckky,
Duckling,Denmark,2003-07-19,Europe,,EMEA,Caster,"Zoe,Akali,Volibear",Social Media Manager,0,0,Duckling,1
Ducks (Bennett Chang),Canada,,,,North America,Mid,,Mid,1,0,Ducks (Bennett Chang),
Ducks (Rasmus Erik Villadsen),Denmark,,,DMG Esports Denmark,EMEA,Support,,Support,0,0,Ducks (Rasmus Erik Villadsen),
Ducks (Rasmus Erik Villadsen),Denmark,,,DMG Esports Denmark,EMEA,Support,,Support,0,0,DucksInTheSea,
