OverviewPage,DateStart,Date,Region,Country,EventType,League,DateStart__precision,Date__precision
Vietnam Server 9th Birthday Showmatch,2021-08-08,2021-08-08,Vietnam,Vietnam,,Garena,1,1
Vilnius Tech Esports,2021-04-08,2021-04-08,Europe,Lithuania,,Vilnius Tech Esports,1,1
VININE Summer Face-Off 2024,2024-07-02,2024-07-12,EMEA,Germany,Online/Offline,VININE,1,1
VININE Winter Face-Off 2024,2024-01-04,2024-01-07,EMEA,Germany,Online,VININE,1,1
Virtual Lan 11,2013-10-26,2013-10-27,Europe,France,Offline,,1,1
Volcano Discover League/2020 Season/Closing Playoffs,2020-07-29,2020-08-08,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Closing Season,2020-05-30,2020-07-22,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Closing Season/Tournament 1,2020-05-30,2020-06-10,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Closing Season/Tournament 2,2020-06-13,2020-06-24,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Closing Season/Tournament 3,2020-06-27,2020-07-08,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Closing Season/Tournament 4,2020-07-11,2020-07-22,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Opening Playoffs,2020-04-22,2020-05-09,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Opening Season,2020-02-23,2020-04-15,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Opening Season/Tournament 1,2020-02-23,2020-03-07,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Opening Season/Tournament 2,2020-03-08,2020-04-01,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Opening Season/Tournament 3,2020-03-28,2020-04-03,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Opening Season/Tournament 4,2020-04-04,2020-04-15,Latin America,Ecuador,Online,Volcano League,1,1
Volcano Discover League/2020 Season/Volcano Cup,2020-11-03,2020-12-12,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2021 Season/Closing Playoffs,2021-07-14,2021-07-28,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2021 Season/Closing Season,2021-05-26,2021-07-09,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2021 Season/Opening Playoffs,2021-03-31,2021-04-21,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2021 Season/Opening Season,2021-01-27,2021-03-13,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2021 Season/Volcano Cup,2021-11-03,2021-11-26,Latin America,Ecuador,Online,Volcano Cup,1,1
Volcano League/2022 Season/Closing Playoffs,2022-07-06,2022-07-20,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2022 Season/Closing Promotion,2022-04-14,2022-04-15,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2022 Season/Closing Season,2022-05-25,2022-07-01,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2022 Season/Opening Playoffs,2022-03-08,2022-03-30,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2022 Season/Opening Promotion,2021-08-18,2021-08-27,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2022 Season/Opening Season,2022-01-26,2022-03-04,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2022 Season/Super Final,2022-07-27,2022-07-27,Latin America,Ecuador,Offline,Volcano League,1,1
Volcano League/2022 Season/Volcano Cup,2022-11-02,2022-11-25,Latin America,Ecuador,Online,Volcano Cup,1,1
Volcano League/2023 Season/Opening Playoffs,2023-03-09,2023-03-31,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2023 Season/Opening Promotion,2022-08-24,2022-09-02,Latin America,Ecuador,Online,Volcano League,1,1
Volcano League/2023 Season/Opening Season,2023-01-19,2023-03-03,Latin America,Ecuador,Online,Volcano League,1,1
VRIZ Championship 2019/Season 2,2020-03-07,2020-03-08,Vietnam,Vietnam,Offline,,1,1
VRIZ Championship 2020,2020-12-12,2020-12-13,Vietnam,Vietnam,Offline,,1,1
VS4 Championship/Knockout Stage,2019-07-10,2019-07-17,Vietnam,Vietnam,Offline,,1,1
Wandercon 2023,2023-02-05,2023-02-05,EMEA,Croatia,Offline,Wandercon,1,1
Ward Invitational 2018,2018-09-05,2018-09-08,CIS,Russia,,Ward Invitational 2018,1,1
We Will Do It Ourselves Cup,2013-03-18,2013-03-24,North America,United States,Online,We Will Do It Ourselves Cup,1,1
Weibo Cup 2022,2022-12-30,2023-01-06,China,China,Offline,Weibo Cup,1,1
WellPlayed Cup,2013-06-01,2013-06-05,North America,,Online,WellPlayed Productions,1,1
WellPlayed Cup/Qualifiers,2013-05-18,2013-05-26,North America,,Online,WellPlayed Productions,1,1
WePlay LoL Invitational,2013-11-18,2013-12-22,Europe,,Online,,1,1
WeScan Academy Challenge/Season 1,2020-07-21,2020-07-30,Vietnam,Vietnam,Online,WeScan Academy Challenge,1,1
Whiteers Cup/Season 5 Group Stage,2023-02-11,2023-02-19,EMEA,Poland,Online,Whiteers Cup,1,1
Whiteers Cup/Season 5 Playoffs,2023-02-28,2023-03-21,EMEA,Poland,Online,Whiteers Cup,1,1
Whiteers Cup/Season 6 Group Stage,2023-09-01,2023-10-01,EMEA,Poland,Online,Whiteers Cup,1,1
Whiteers Cup/Season 6 Playoffs,2023-10-06,2023-10-21,EMEA,Poland,Online,Whiteers Cup,1,1
Whiteers Cup/Season 7 Group Stage,2024-04-26,2024-05-26,EMEA,Poland,Online,Whiteers Cup,1,1
Whiteers Cup/Season 7 Playoffs,2024-06-01,2024-06-28,EMEA,Poland,"Online (Quarterfinals, Semifinals, &amp; 3rd Place Match)&lt;br&gt;Offline (Finals)",Whiteers Cup,1,1
Whiteers Cup/Season 7 Qualifiers/Qualifier 1,2024-04-12,2024-04-12,EMEA,Poland,Online,Whiteers Cup,1,1
Whiteers Cup/Season 7 Qualifiers/Qualifier 2,2024-04-13,2024-04-13,EMEA,Poland,Online,Whiteers Cup,1,1
Whiteers Cup/Season 7 Qualifiers/Qualifier 3,2024-04-14,2024-04-14,EMEA,Poland,Online,Whiteers Cup,1,1
Wichita eSports 15k 2017,2017-01-27,2017-01-29,North America,United States,Offline,Wichita eSports,1,1
Wichita eSports 20k 2018,2018-02-02,2018-02-02,North America,United States,Offline,Wichita eSports,1,1
Wichita eSports 20k/2019 Season,2019-02-01,2019-02-03,North America,United States,Offline,Wichita eSports,1,1
Winter Assembly 2013 (Substituted),,,Europe,,,,,
Winter Cup powered by Samsung Odyssey/Final Phase,2024-03-27,2024-03-28,EMEA,Europe,Online,Winter Cup powered by Samsung Odyssey,1,1
Winter Cup powered by Samsung Odyssey/Group Stage,2024-03-19,2024-03-22,EMEA,Europe,Online,Winter Cup powered by Samsung Odyssey,1,1
Winter Cup powered by Samsung Odyssey/Qualifiers/Qualifier 1,2024-02-21,2024-02-23,EMEA,Europe,Online,Winter Cup powered by Samsung Odyssey,1,1
Winter Cup powered by Samsung Odyssey/Qualifiers/Qualifier 2,2024-02-27,2024-02-29,EMEA,Europe,Online,Winter Cup powered by Samsung Odyssey,1,1
Winter Cup powered by Samsung Odyssey/Qualifiers/Qualifier 3,2024-03-05,2024-03-07,EMEA,Europe,Online,Winter Cup powered by Samsung Odyssey,1,1
Winter Cup powered by Samsung Odyssey/Qualifiers/Qualifier 4,2024-03-12,2024-03-14,EMEA,Europe,Online,Winter Cup powered by Samsung Odyssey,1,1
Winter Game Fest 2012,,2012-01-15,North America,,,,,1
Winter Meet at Rift 2024/Invitational,2024-02-17,2024-02-18,EMEA,Poland,Offline,Meet at Rift Invitational,1,1
Winter Meet at Rift 2024/Z10 vs AFW Showmatch,2024-02-18,2024-02-18,EMEA,Poland,Offline,Meet at Rift,1,1
Women's Esports League Season 1/Group Stage,2019-02-27,2019-04-10,Europe,,,Women's Esports League,1,1
Women's Esports League Season 1/Playoffs,2019-04-17,2019-06-01,Europe,,,Women's Esports League,1,1
Women's Esports League Season 1/Pre-Qualifier,2019-02-09,2019-02-20,Europe,,,Women's Esports League,1,1
Women's Esports League Season 1/Qualifier,2018-12-16,2018-12-16,Europe,,,Women's Esports League,1,1
World Cyber Arena 2015,2015-12-17,2015-12-20,China,China,Offline,World Cyber Arena,1,1
World Cyber Arena 2016/Gamescom,2016-08-17,2016-08-21,Europe,Germany,Offline,World Cyber Arena,1,1
World Cyber Arena 2016/Yinchuan,2016-12-09,2016-12-17,China,China,Offline,World Cyber Arena,1,1
World e-Sports Masters 2012,2012-10-25,2012-10-28,International,China,Offline,World e-Sports Masters,1,1
World GameMaster Tournament/2012,2012-01-12,2012-01-13,China,China,Offline,World GameMaster Tournament,1,1
World GameMaster Tournament/2012/Qualifiers,2011-11-01,2011-12-15,China,China,Online,World GameMaster Tournament,1,1
World GameMaster Tournament/2013,2013-06-15,2013-06-16,International,China,Offline,World GameMaster Tournament,1,1
World GameMaster Tournament/2013/Chinese Qualifier,2013-05-23,2013-06-09,China,China,Online,,1,1
World GameMaster Tournament/2013/Taiwanese Qualifier,2013-06-10,2013-06-10,LMS,Taiwan,Online,,1,1
World GameMaster Tournament/2014,2014-12-20,2014-12-21,China,China,Offline,World GameMaster Tournament,1,1
World Leisure Games - Qingdao 2015,2015-09-07,2015-09-09,China,China,Offline,World Leisure Games,1,1
Worten Game Ring Final,,2017-11-03,Europe,,,,,1
Worten Game Ring Omen Invitational,2019-05-04,2019-05-05,Europe,Portugal,,Worten Game Ring Omen Invitational,1,1
WVW National Elite Cup,2013-06-26,2013-06-27,China,,Offline,WVW National Elite Cup,1,1
WWE vs. NXT Showmatch,2018-11-17,2018-11-17,North America,United States,Offline,,1,1
X Championship/Season I,2014-07-30,2014-09-12,China,,Online,X Championship,1,1
X-kom Clash 2016,,,Europe,Poland,Offline,X-kom Clash,,
X-kom Clash 2016,2016-06-11,2016-06-11,Europe,Poland,Offline,X-kom Clash,1,1
X5 Mega Arena,2014-05-01,2014-05-04,Brazil,,Offline,X5 Mega Arena,1,1
X5 Mega Arena 2,2014-09-25,2014-09-28,Brazil,,Offline,X5 Mega Arena,1,1
X5 Mega Arena 2/Qualifiers,2014-09-22,2014-09-22,Brazil,,Online,,1,1
Xayoo Cup 1,2023-05-26,2023-05-28,EMEA,Poland,Online,Xayoo Cup,1,1
Xayoo Cup 2,2023-12-01,2023-12-03,EMEA,Poland,Online,Xayoo Cup,1,1
XGN R Encounter 2020,2020-10-10,2020-10-11,Europe,Spain,Online,XGN R Encounter,1,1
XL Party FIL 2013,,2013-11-29,Europe,,,,,1
XLG SuperCup 2016,2016-11-04,2016-12-04,Brazil,Brazil,Online/Offline,Xtreme League,1,1
XLG SuperCup 2016/Qualifier,2016-10-26,2016-10-27,Brazil,Brazil,Online,Xtreme League,1,1
XMA MEGA ARENA/Sao Paulo 2015,2015-05-01,2015-05-03,Brazil,,Offline,X5 Mega Arena,1,1
Xtra Cup 2016,2016-12-17,2016-12-18,Europe,,,Xtra Cup,1,1
Xtreme League of Legends,2014-08-16,2014-08-17,Brazil,Brazil,Online,Xtreme League,1,1
Xtreme League of Legends - Edição Especial,,2014-09-06,Brazil,,,Brazilian Challenger Circuit,,1
Xtreme League/2015 Season/3,2015-05-16,2015-05-17,Brazil,,Online,Brazilian Challenger Circuit,1,1
Xtreme League/2015 Season/4,2015-07-25,2015-08-02,Brazil,Brazil,Online,Brazilian Challenger Circuit,1,1
Xtreme League/2015 Season/5,2015-10-17,2015-10-18,Brazil,Brazil,Online,Xtreme League,1,1
Xtreme League/2015 Season/February,2015-02-21,2015-02-28,Brazil,Brazil,Online,Brazilian Challenger Circuit,1,1
Xtreme League/2015 Season/March,2015-03-28,2015-04-03,Brazil,Brazil,Online,Brazilian Challenger Circuit,1,1
XTV Cup/2018 Season,2018-04-02,2018-04-13,Vietnam,Vietnam,Online,XTV Cup,1,1
Y-Games 2015,2015-10-17,2015-10-17,Europe,Slovakia,,Y-Games,1,1
Y-Games 2016,2016-04-16,2016-04-17,Europe,Slovakia,,Y-Games,1,1
Y-Games 2017,2017-04-22,2017-04-23,Europe,Slovakia,,Y-Games,1,1
Y-Games 2018,2018-06-02,2018-06-03,Europe,Slovakia,,Y-Games,1,1
Y-Games 2019,2019-05-18,2019-05-19,Europe,Slovakia,,Y-Games,1,1
Yam LOL Collegiate Championship 2013/Winter,2013-11-19,2013-12-28,LMS,,Online/Offline,,1,1
Yam LOL Collegiate Championship 2014/Spring,2014-02-18,2014-04-15,LMS,,Online/Offline,,1,1
Your Youth Entertainment League of Legends Girls Invitational 2018,2018-03-03,2018-03-04,LMS,Hong Kong,Offline,Your Youth Entertainment,1,1
YouSee Ligaen/Season 1,2018-05-26,2018-05-27,Europe,Denmark,,YouSee Ligaen,1,1
YouSee Ligaen/Season 1/Colleague League,2018-04-06,2018-04-06,Europe,Denmark,,YouSee Ligaen,1,1
YouSee Ligaen/Season 1/DGI League,2018-04-06,2018-04-06,Europe,Denmark,,YouSee Ligaen,1,1
YouSee Ligaen/Season 1/Esports League,2018-04-06,2018-04-06,Europe,Denmark,,YouSee Ligaen,1,1
YouSee Ligaen/Season 1/Youth League,2018-04-06,2018-04-06,Europe,Denmark,,YouSee Ligaen,1,1
YouSee Ligaen/Season 2,2019-06-01,2019-06-01,Europe,Denmark,,YouSee Ligaen,1,1
Yunirokle Tournament 1,2020-03-14,2020-03-14,Europe,France,Online,Yunirokle,1,1
Yunirokle Tournament 2,2020-03-21,2020-03-21,Europe,France,Online,Yunirokle,1,1
Yunirokle Tournament 3,2020-03-28,2020-03-28,Europe,France,Online,Yunirokle,1,1
Yunirokle Tournament 4,2020-04-04,2020-04-04,Europe,France,Online,Yunirokle,1,1
Yunirokle Tournament Winter Cup,2020-11-20,2020-11-21,Europe,France,,Yunirokle,1,1
Z10 Scouting Grounds/1st Phase,2024-09-06,2024-09-08,EMEA,Poland,Online,Z10 Scouting Grounds,1,1
Z10 Scouting Grounds/2nd Phase,2024-09-13,2024-09-15,EMEA,Poland,Online,Z10 Scouting Grounds,1,1
Z10 Scouting Grounds/MaR Showmatch,2024-08-31,2024-08-31,EMEA,Poland,Offline,Z10 Scouting Grounds,1,1
Zagreb Gaming Arena,,,Europe,,,,,
Zagreb Gaming Arena,2017-01-02,2017-01-02,Europe,Croatia,,,1,1
Zide Fem League/2023 Season/Closing Playoffs,2023-09-20,2023-10-07,Latin America,Argentina,Online,Zide Fem League,1,1
Zide Fem League/2023 Season/Closing Season,2023-09-02,2023-09-16,Latin America,Argentina,Online,Zide Fem League,1,1
Zide Fem League/2023 Season/Opening Playoffs,2023-02-25,2023-03-11,Latin America,Argentina,Online,Zide Fem League,1,1
Zide Fem League/2023 Season/Opening Season,2023-01-28,2023-02-19,Latin America,Argentina,Online,Zide Fem League,1,1
Zide Pro League/2023 Season/Opening Playoffs,2023-03-23,2023-04-14,Latin America,Argentina,Online,Zide Pro League,1,1
Zide Pro League/2023 Season/Opening Season,2023-02-06,2023-03-17,Latin America,Argentina,Online,Zide Pro League,1,1
Zona Esports - Movistar Riders Showmatch,2019-02-28,2019-02-28,International,Spain,,Zona Esports,1,1
ZOTAC CUP LoL EU West 1,2020-01-11,2020-01-11,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 10,2020-05-23,2020-05-23,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 11,2020-06-13,2020-06-13,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 12,2020-06-27,2020-06-27,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 13,2020-07-11,2020-07-11,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 14,2020-07-25,2020-07-25,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 15,2020-08-08,2020-08-08,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 16,2020-08-22,2020-08-22,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 17,2020-09-05,2020-09-05,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 18,2020-09-19,2020-09-19,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 19,2020-10-03,2020-10-03,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 2,2020-01-25,2020-01-25,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 20,2020-10-17,2020-10-17,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 21,2020-10-31,2020-10-31,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 22,2020-11-14,2020-11-14,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 23,2020-11-28,2020-11-28,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 24,2020-12-12,2020-12-12,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 25,2020-12-26,2020-12-26,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 26,2021-01-02,2021-01-02,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 27,2021-01-09,2021-01-09,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 28,2021-01-16,2021-01-16,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 29,2021-01-23,2021-01-23,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 3,2020-02-08,2020-02-08,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 30,2021-01-30,2021-01-30,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 4,2020-02-22,2020-02-22,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 5,2020-03-07,2020-03-07,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 6,2020-03-21,2020-03-21,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 7a,2020-03-28,2020-03-28,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 7b,2020-04-11,2020-04-11,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 8,2020-04-25,2020-04-25,Europe,,Online,ZOTAC CUP,1,1
ZOTAC CUP LoL EU West 9,2020-05-09,2020-05-09,Europe,,Online,ZOTAC CUP,1,1
Technorama Corsair Challenge,,,Europe,,,Technorama,,
Technorama Invitational Vilnius,2013-04-17,2013-04-17,Europe,Lithuania,,Technorama,1,1
TECNOFIELDS 3D,,,LAS,,,unknown,,
TECNOFIELDS NITRO,2014-05-01,2014-05-17,LAS,Argentina,Online/Offline,Tecnofields Nitro,1,1
Teemo All-Stars Cup,2012-03-18,2012-03-18,SEA,Singapore,Offline,,1,1
Telenorligaen/2016 Season/Autumn Playoffs,,2016-11-14,Europe,Norway,,Telenorligaen,,1
Telenorligaen/2016 Season/Spring Playoffs,,2016-05-07,Europe,Norway,,Telenorligaen,,1
Telenorligaen/2017 Season/Autumn Playoffs,2017-10-30,2017-11-07,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2017 Season/Autumn Season,2017-08-27,2017-10-22,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2017 Season/Spring Playoffs,2017-05-07,2017-05-12,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2017 Season/Spring Season,2017-02-05,2017-04-02,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2018 Season/Autumn Playoffs,2018-11-04,2018-11-24,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2018 Season/Autumn Season,2018-08-26,2018-10-28,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2018 Season/Spring Playoffs,2018-05-02,2018-05-26,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2018 Season/Spring Season,2018-01-28,2018-04-22,Europe,Norway,,Telenorligaen,1,1
Telenorligaen/2019 Season/Spring Season,2019-02-03,2019-04-07,Europe,Norway,,Telenorligaen,1,1
Telia Esports Series Denmark/2020 Season/Summer Playoffs,2020-07-22,2020-07-27,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2020 Season/Summer Qualifiers,2020-05-24,2020-05-24,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2020 Season/Summer Qualifiers/Qualifier 1,2020-05-16,2020-05-16,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2020 Season/Summer Qualifiers/Qualifier 2,2020-05-17,2020-05-17,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2020 Season/Summer Season,2020-06-08,2020-07-20,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Spring Playoffs,2021-02-10,2021-02-28,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Spring Qualifiers,2021-01-06,2021-01-06,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Spring Qualifiers/Closed Qualifier,2021-01-03,2021-01-03,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Spring Qualifiers/Open Qualifier,2020-12-27,2020-12-27,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Spring Season,2021-01-17,2021-02-08,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Summer Playoffs,2021-07-07,2021-07-25,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Summer Qualifiers,2021-05-21,2021-05-23,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Summer Qualifiers/Closed Qualifier,2021-05-16,2021-05-16,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Summer Qualifiers/Open Qualifier,2021-05-15,2021-05-15,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Denmark/2021 Season/Summer Season,2021-06-06,2021-07-04,Europe,Denmark,Online,Telia Esports Series Denmark,1,1
Telia Esports Series Finland/2020 Season/Summer Playoffs,2020-07-15,2020-07-27,Europe,Finland,Online,Telia Esports Series Finland,1,1
Telia Esports Series Finland/2020 Season/Summer Qualifiers/Qualifier 1,2020-05-16,2020-05-16,Europe,Finland,Online,Telia Esports Series Finland,1,1
Telia Esports Series Finland/2020 Season/Summer Qualifiers/Qualifier 2,2020-05-19,2020-05-19,Europe,Finland,Online,Telia Esports Series Finland,1,1
Telia Esports Series Finland/2020 Season/Summer Qualifiers/Qualifier 3,2020-05-24,2020-05-24,Europe,Finland,Online,Telia Esports Series Finland,1,1
